PGM_ID,APPROVAL_PROCESS_NAME,PGM_NAME,MATERIAL_GROUP,TECH_CENTER_LOC,NEED_BY_DATE,CREATED_DATE,ASSIGNED_TO,CREATOR,ASSIGNEE,REQUESTER,CURRENT_STATUS,PROGRAM_STAGE,MATERIAL_CODE,REVISION_NO,CLASS,SUB_CLASS,SUPPLIER_NAME,SUPPLIER_PLANT,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_COUNTRY,SUPPLIER_PLANT_LOCATION,SUPPLIER_TRADENAME,AGENT_NAME,AGENT_PLANT,AGENT_CITY,AGENT_STATE,AGENT_COUNTRY,AGENT_PLANT_LOCATION,COMMODITY_GROUP,MATERIAL_CATEGORY,REGION_FOR_TRIAL,PLANT_FOR_TRIAL,PLANT_SLOT,EXP_CODE,SPECIFIC_GRAVITY,RHC_POLYMER,RHC_OIL,RHC_FILTER,RMI_DESC,MANET_CLASS,MANET_SUBCLASS,MATERIAL_TYPE,MATERIAL_SUBTYPE,COMPONENT_TYPE,STAINING,COMPATIBLE,MATERIAL_FORM,PGM_REASON,AGENT_BUILD_BREAK,REINGMI_DESC,MAT_CLASS,MAT_SUBCLASS,MAT_DOUBLE_SUBCLASS,APPROVAL_REGIONS,RESTRICTED_PLANTS
141338,NEW MATERIAL,NM_141338,RAW MATERIAL,GTC*L,2023-10-10,2023-04-10 03:24:49,13462,Zitong Li,Sarah Xu,Zitong Li,In Progress,LAB EVALUATION -,,,,,TASSIN,"Tassin New Material Technology Xuzhou Co.,Ltd",,Others,China,"Tassin New Material Technology Xuzhou Co.,Ltd, China",TG-8050,,,,,,,,,AP,Kunshan,,RFZ0034697,1.03,0,0,0,Slap Dip,"Lubricants, Release",Slab Dips,CHEM,CHEM,SLURRY,N,Y,P,Cost saving program,,,,,,AP,
141537,NEW MATERIAL,NM_141537,RAW MATERIAL,GTC*A,,2023-04-28 13:43:45,580,Thomas Stockman,Teresa Martter,,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",10805-347F,,,,,,,,,NA,ICM*A,,RFX0034717,0.95,100,0,0,BDMAVS 18/10,Polymers,"SBR, Solution",POLY,POLY,SBR,N,Y, ,Sorenic replacement,,,,,,NA,
141538,NEW MATERIAL,NM_141538,RAW MATERIAL,GTC*A,,2023-04-28 13:46:00,580,Thomas Stockman,Teresa Martter,,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",10805-347G,,,,,,,,,NA,ICM*A,,RFX0034718,0.95,100,0,0,BDMAVS 18/10,Polymers,"SBR, Solution",POLY,POLY,SBR,N,Y, ,Sorenic replacement,,,,,,NA,
141539,NEW MATERIAL,NM_141539,RAW MATERIAL,GTC*A,,2023-04-28 13:48:16,580,Thomas Stockman,Teresa Martter,,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",10805-347H,,,,,,,,,NA,ICM*A,,RFX0034719,0.95,100,0,0,BDMAVS 18/10,Polymers,"SBR, Solution",POLY,POLY,SBR,N,Y, ,Sorenic replacement,,,,,,NA,
141967,NEW MATERIAL,NM_141967,RAW MATERIAL,GTC*L,,2023-06-14 02:50:01,3600,Eric Engeldinger,Eric Engeldinger,Lothar C Braun,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,FLO - Flow Polymers,Flo Polymers,Cleveland,OH,USA,"Flo Polymers, Cleveland, OH, USA",FP RZB-2 -P,,,,,,,,,EMEA,Debica,,RFX0034794,1.19,32.3,0,67.7,"19.4% HSA ZNO, 48.3% SP-1045 in Butyl",Curing Materials,Accelerators,POLY,POLY,BUTYL,N,Y,S,alternative curing system for bladder compounds; custom-made for legacy Cooper,,,,,,"AP, EMEA, LA, NA",
142733,NEW SOURCE,NS_142733,RAW MATERIAL,GTC*L,,2023-09-12 06:44:31,12180,Mark Cantos,Vikrant Vijay Naik,,Completed,PAPER WORK - Completed,NIMBO,4.0,Natural Rubber,TSR-Technically Specified,SAPH,"RAPIDES GRAH, IVORY COAST",RAPIDES GRAH,Others,Ivory Coast,"RAPIDES GRAH, Ivory Coast",TSR 10,,,,,,,,,EMEA,South Africa,2024-08-16,RFX0034894,0.92,100,0,0,TSR 10 BLOCK NATURAL RUBBER,Natural Rubber,TSR-Technically Specified,POLY,POLY,NATURAL,N,Y,S,"Goodyear needs to expand its sourcing from Africa as this offers a better traceability than Indonesia, so we need this project to be completed by end of 2024 to comply with EUDR by Jan 1st 2025

In addition, this is an expansion of African sources as we rely too much on Indonesia sources and we see more and more factories being permanently shutdown in Indonesia.

At last, our strategy is to expand African supply which is more competitive than South East Asia: business case of $48/mt for African rubber versus rubber from South East Asia. Assuming a yearly volume of 5,000mt per factory, this makes a potential savings of $240k",,,,,,"AP, EMEA, LA, NA",Melksham
142734,NEW SOURCE,NS_142734,RAW MATERIAL,GTC*L,,2023-09-12 06:58:09,12180,Mark Cantos,Vikrant Vijay Naik,,In Progress,PAPER WORK - Spec Accepted by Supplier,NIMBO,4.0,Natural Rubber,TSR-Technically Specified,SAPH,"BONGO, IVORY COAST",BONGO,Others,Ivory Coast,"BONGO, Ivory Coast",TSR 10,,,,,,,,,EMEA,Adapazari,2024-09-20,RFX0034895,0.92,100,0,0,TSR 10 BLOCK NATURAL RUBBER,Natural Rubber,TSR-Technically Specified,POLY,POLY,NATURAL,N,Y, ,"Goodyear needs to expand its sourcing from Africa as this offers a better traceability than Indonesia, so we need this project to be completed by end of 2024 to comply with EUDR by Jan 1st 2025

In addition, this is an expansion of African sources as we rely too much on Indonesia sources and we see more and more factories being permanently shutdown in Indonesia.

At last, our strategy is to expand African supply which is more competitive than South East Asia: business case of $48/mt for African rubber versus rubber from South East Asia. Assuming a yearly volume of 5,000mt per factory, this makes a potential savings of $240k",,,,,,"AP, Cooper Americas, Cooper Asia, Cooper Europe, EMEA, LA, NA",Melksham
142742,NEW SOURCE,NS_142742,RAW MATERIAL,GTC*A,,2023-09-13 11:37:39,10740,Philip Hillyard,Kelsey Noyes,,Cancelled,LAB EVALUATION - COA received,JOSEFIC,0.0,"Basics, Intermediates",Coupling Agents,EVONIK,"Theodore, AL",Theodore,AL,USA,"Theodore, AL, USA",SI-69,,,,,,,,,NA,Napanee,,RFX0034885,1.095,0,0,0,BIFUNCTIONAL POLYSULFIDIC ORGANOSILANE (BIS(3-TRIETHOXYSILYLPROPYL) TETRASULFIDE),"Basics, Intermediates",Coupling Agents,CHEM,CHEM,COUPLING AGENT,N,Y,L,Documentation of Josefic into SOS,,,,,,"AP, LA, NA",Nippon Giant
142777,NEW MATERIAL,NM_142777,RAW MATERIAL,GTC*L,,2023-09-19 11:15:56,10560,Laurence Joly,Laurence Joly,Philippe Schmit,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,SCHILL AND SEILACHER CHEMICAL,"HAMBURG, GERMANY",HAMBURG,Others,Germany,"HAMBURG, Germany",Struktol TR 171,,,,,,,,,EMEA,Hanau,,RFZ0034890,0.985,0,0,0,"Mixture of fatty acid derivatives
",Process Aids,Process Aids,CHEM,CHEM,PLASTICIZER,N,Y,S,For evaluation in Race compound,,,,,,EMEA,
143336,NEW SOURCE,NS_143336,RAW MATERIAL,GTC*A,,2023-12-01 16:16:59,12900,Ben Bauer,Ben Bauer,,Cancelled,PROGRAM INITIATION -  ,ABIOTIC,0.0,Curing Materials,Anti-Reversion Agents,,,,,,,,,,,,,,PCO,Other Rubber Chemical,,,,N0047381,,,,,,,,,,,,,,,,,,,,,
143337,NEW SOURCE,NS_143337,RAW MATERIAL,GTC*A,,2023-12-01 16:34:40,12900,Ben Bauer,Ben Bauer,,Created,PROGRAM INITIATION - In Progress ,ABIOTIC,0.0,Curing Materials,Anti-Reversion Agents,Resin Solutions LLC,"Resin Solutions LLC, Chatom, AL",Chatom,AL,USA,"Resin Solutions LLC, Chatom, AL, USA",SR 709,,,,,,,PCO,Other Rubber Chemical,Cooper Americas,TUP - Tupelo,,N0047382,,,,,,,,,,,,,,Resin Solutions bought the SR709 business from Total,,,,,,,
143787,NEW MATERIAL,NM_143787,RAW MATERIAL,GTC*A,,2024-01-31 10:17:57,7740,Peter Dent,Rob Dennis-Pelcher,Peter Dent,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",CMB-252-L7,,,,,,,,,NA,ICM*A,,RFX0035013,1.117,64.2,0,35.8,CMB-252-CTL7,Specialty Polymers,Masterbatch,POLY,POLY,MASTERBATCH - BLACK,N,Y,S,Internal MB Evaluation,,,,,,NA,
143788,NEW MATERIAL,NM_143788,RAW MATERIAL,GTC*A,,2024-01-31 10:25:15,7740,Peter Dent,Rob Dennis-Pelcher,Peter Dent,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",CMB-253-CTL7,,,,,,,,,NA,ICM*A,,RFX0035014,1.106,65.9,0,34.1,CMB-253-CTL7,Specialty Polymers,Masterbatch,POLY,POLY,MASTERBATCH - BLACK,N,Y,S,Internal MB Evaluation,,,,,,NA,
143789,NEW MATERIAL,NM_143789,RAW MATERIAL,GTC*A,,2024-01-31 10:28:01,7740,Peter Dent,Rob Dennis-Pelcher,Peter Dent,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",CMB-253-CTL7-R,,,,,,,,,NA,ICM*A,,RFX0035015,1.106,65.9,0,34.1,CMB-253-CTL7-R,Specialty Polymers,Masterbatch,POLY,POLY,MASTERBATCH - BLACK,N,Y,S,Internal MB Evaluation,,,,,,NA,
143790,NEW MATERIAL,NM_143790,RAW MATERIAL,GTC*A,,2024-01-31 10:29:11,7740,Peter Dent,Rob Dennis-Pelcher,Peter Dent,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",CMB-253-CTL7-S,,,,,,,,,NA,ICM*A,,RFX0035016,1.106,65.9,0,34.1,CMB-253-CTL7-S,Specialty Polymers,Masterbatch,POLY,POLY,MASTERBATCH - BLACK,N,Y,S,Internal MB Evaluation,,,,,,NA,
143960,NEW MATERIAL,NM_143960,RAW MATERIAL,GTC*A,,2024-02-14 09:47:18,7740,Peter Dent,Rob Dennis-Pelcher,Peter Dent,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",CMB-253-Milled,,,,,,,,,NA,ICM*A,,RFX0035033,1.106,65.9,0,34.1,CMB-253-Milled,Specialty Polymers,Masterbatch,POLY,POLY,MASTERBATCH - BLACK,N,Y,S,Internal MB Evaluation,,,,,,NA,
143961,NEW MATERIAL,NM_143961,RAW MATERIAL,GTC*A,,2024-02-14 09:47:21,7740,Peter Dent,Rob Dennis-Pelcher,Peter Dent,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",CMB-257,,,,,,,,,NA,ICM*A,,RFX0035058,1.114,64.7,0,35.3,CMB-257,Specialty Polymers,Masterbatch,POLY,POLY,MASTERBATCH - BLACK,N,Y,S,Internal MB Evaluation,,,,,,NA,
143962,REVISIONS,RE_143962,REINFORCEMENT,GTC*L,,2024-02-14 10:00:25,12360,Cyriel De Chausey,Cyriel De Chausey,,Completed,PAPER WORK - Completed,TI28ST,0.0,FABRIC,POLYESTER - HMLS,,,,,,,,,,,,,,Fabric,Fabric,EMEA,Krusevac,2024-07-12,RFGTC3835ST,,,,,,,,,,,,,,"Entering project to eliminate risk of supply from Formosa for low volume on FS5105.
Per GRT, this needs only a processing trial. no change to material since last delivery Mach 2018.
",,"	HMLS PET, 1440/2, 10.5x10.5 TPI, 28 EPI, ST - Cooper 5105",FABRIC,POLYESTER - HMLS,,"AP, EMEA, LA, NA",
144144,NEW SOURCE,NS_144144,REINFORCEMENT,GTC*L,,2024-03-04 11:51:28,4420,Mark Cantos,Romain Mersch,,In Progress,PROGRAM INITIATION - Completed ,BN32ZO,0.0,FABRIC,"NYLON 6,6",KORDSA,Izmit,Izmit,Others,Turkey,"Izmit, Turkey",BN32ZO,,,,,,,,,EMEA,Sava,2024-08-02,RFGTC2830ZO,,,,,,,,,,,,,,"Agreed to work on approval of material BN32ZO to Sava as part of contract renegotiation with Kordsa.

Financial savings to be realized should the approval be successful and allocation is shifted to Kordsa. 

2024.02.19 update

2023 tender price
Hyosung Lux 9.261 EUR/kg vs Kordsa 6.651 EUR/kg = Delta 2.61

F2024(0+12)kg: 161,573 KGs * 2.61 USD/kg = USD 421,705.53",,"Nylon 66 1400/1 dtex, 4.6 TPI, 32 EPI, pink dip",FABRIC,"NYLON 6,6",,"AP, EMEA, LA, NA",
144145,NEW SOURCE,NS_144145,REINFORCEMENT,GTC*A,,2024-03-04 11:54:19,10640,Mark Cantos,Lucas Isenhart,,Cancelled,PROGRAM INITIATION - In Progress ,TV27CX,0.0,FABRIC,POLYESTER - HMLS,KORDSA,"BA, Brazil",,BA,Brazil,"BA, Brazil",,,,,,,,Fabric,Fabric,LA,Americana,,RF0047490,,,,,,,,,,,,,,"Lane approval part of contract renegotiation with Kordsa. Part of effort to grow Kordsa's PET supply.

Allocation switch would generate over 750$k savings.

---------------------------------------------------------------------

Calculations: (Updated 21 February 2024)

Incumbent Supplier: Indorama Mexico - 3.571 USD/kg

New Supplier: Kordsa - 3.30 USD/kg

Price Delta: 0.271

2025 Annual Volume (using 2024 Feb SS vol.) = 2,881,200 KG

Updated Calculation = 0.271 * 2,881,200 = 780,805 US",,,,,,,
146114,NEW MATERIAL,NM_146114,REINFORCEMENT,GTC*A,,2024-11-22 13:12:51,11060,Diego Navarro,Diego Navarro,Diego Navarro,In Progress,REINFORCEMENT INFORMATION - Completed,,,,,FORMOSA TAFFETA,"Dong Nai, Vietnam",Dong Nai,Others,Vietnam,"Dong Nai, Vietnam",V04LP26SV,,,,,,,,,LA,Peru,,RFL00046,,,,,,,,,,,,,,&#8203;&#8203;The incumbent supplier Enka has informed us that they will cease production of materials for Goodyear. Enka will stop production in Dec but will produce enough material to last Goodyear into June.,,"NYLON 6, 2100/2, 8x8 TPI, 26 EPI, SV",FABRIC,NYLON 6,,LA,
146115,REVISIONS,RE_146115,RAW MATERIAL,GTC*A,,2024-11-22 17:22:06,10740,Kelsey Noyes,Kelsey Noyes,Kelsey Noyes,In Progress,,REPARAX,1.0,Curing Materials,Anti-Reversion Agents,,,,,,,,,,,,,,,,,,,N0047849,,,,,,,,,,,,,,New SDSs and CIRFs to allow for SOS update,,,,,,,
146232,SOURCE CHANGE,SC_146232,RAW MATERIAL,GTC*L,,2024-12-18 02:43:19,11401,Mark Cantos,Zhitian Zhao,,Created,PROGRAM INITIATION - In Progress ,COMODIC,1.0,Polymers,"SBR, Emulsion",Reliance Industries,Hazira,Surat,Others,India,"Hazira, Surat, India",Stylamer 1723,,,,,,,Synthetic Rubber,SBR,AP,Ballabgarh,2025-02-07,,,,,,,,,,,,,,,"Currently sole source to ISRPL, leverage project with some cost savings possibility.",,,,,,,
146234,SOURCE CHANGE,SC_146234,RAW MATERIAL,GTC*L,,2024-12-18 04:17:41,11401,Mark Cantos,Zhitian Zhao,,Created,PROGRAM INITIATION - In Progress ,COMODIC,1.0,Polymers,"SBR, Emulsion",Shen Hua Chemical Industrial Company,Nantong Line A,Nantong,Others,China,"Line A, Nantong, China",Taipol 1723,,,,,,,Synthetic Rubber,SBR,AP,Pulandian,2025-03-28,,,,,,,,,,,,,,,"ShenHua manufacturing location moved to No. 88 Haiya Rd, economic development zone, Nantong City, JiangSu province. this is 15KM away from existing(old) manufacturing site. Requalification for COMODIC and CHEFFIC.",,,,,,,
146235,SOURCE CHANGE,SC_146235,RAW MATERIAL,GTC*L,,2024-12-18 06:45:09,11401,Mark Cantos,Zhitian Zhao,,Created,PROGRAM INITIATION - In Progress ,CHEFFIC,1.0,Polymers,"SBR, Emulsion",Shen Hua Chemical Industrial Company,Nantong,Nantong,Others,China,"Nantong, China",Taipol 1739,,,,,,,Synthetic Rubber,SBR,AP,Pulandian,2025-04-04,,,,,,,,,,,,,,,"&#8203;ShenHua manufacturing location moved to No. 88 Haiya Rd, economic development zone, Nantong City, JiangSu province. this is 15KM away from existing(old) manufacturing site. Requalification for COMODIC and CHEFFIC.",,,,,,,
146291,NEW SOURCE,NS_146291,REINFORCEMENT,GTC*L,,2025-01-10 04:13:53,13461,Mark Cantos,Tom Lv,,In Progress,PROGRAM INITIATION - Completed ,WL,0.0,WIRE,STEEL CORD,"Zenith Steel Group (Huai'an) New Material Co., Ltd.","Zenith Steel Group (Huai'an) New Material Co., Ltd.",Huai¿an,Others,China,"Zenith Steel Group (Huai'an) New Material Co., Ltd., Huai¿an, China",AB101WL,,,,,,,,,AP,Pulandian,,RFGL3331,,,,,,,,,,,,,,"&#8203;Initial Development with Zenith.

Zenith Price: 1.05USD/kg. Xingda Price: 1.112USD/kg.

Total Lane Volume: 1,686,335kg.

Business case: 104,533USD",,2x0.295 HT,WIRE,STEEL CORD,,"AP, EMEA, LA, NA",
145195,NEW MATERIAL,NM_145195,RAW MATERIAL,GTC*L,,2024-06-25 20:20:13,13462,Sarah Xu,Sarah Xu,Sarah Xu,In Progress,PLANT TRIAL - Lab Test Not required,,,,,QINGDAO WENWUGANG TECHNOLOGY,QINGDAO WENWUGANG TECHNOLOGY,,Others,China,"QINGDAO WENWUGANG TECHNOLOGY, China",PE LINERS 950*0.06,,,,,,,,,AP,Qingdao,2024-10-25,RFX0035230,0.925,0,0,0,PE liners,"Bags,Films",XPE Polyethylene,CEMT,CEMT,MISCELLANEOUS,N,N, ,"GRT would like to reduce the thickness of PE liners from 0.07 to 0.06, with annual saving of $46,881",,,,,,AP,
146355,NEW SOURCE,NS_146355,RAW MATERIAL,GTC*A,,2025-01-22 09:42:15,10740,Mark Cantos,Kelsey Noyes,,Created,PROGRAM INITIATION - In Progress ,RICKYINE,7.0,"Lubricants, Release","Dust Stop, Lube Ring",Isopetrol Lubicants del Peru SA,Callao Lima,Callao Lima,Others,Peru,"Callao Lima, Peru",CAM2 BAMBURI OIL ISO 220,,,,,,,PCO,Oil,LA,Colombia,,,,,,,,,,,,,,,,ACEITES PALMASECA that provided us RICKYINE oil in Colombia has ceased production on Dec 2024. As a result GY Columbia will face a critical shortage on Jan startup. Approved souirces cannot supply material on time which is why a local new source is required to be approved,,,,,,,
141922,NEW MATERIAL,NM_141922,RAW MATERIAL,GTC*A,,2023-06-08 11:11:03,7740,Peter Dent,Rob Dennis-Pelcher,Peter Dent,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",CMB-212B-Milled,,,,,,,,,NA,ICM*A,,RFX0034789,1.118,64.2,0,35.8,CMB-212B-Milled,Specialty Polymers,Masterbatch,POLY,POLY,MASTERBATCH - BLACK,N,Y,S,Internal MB Evaluation,,,,,,NA,
141929,AGENT APPROVAL,AA_141929,RAW MATERIAL,GTC*L,,2023-06-09 04:29:02,3600,Eric Engeldinger,Eric Engeldinger,,Completed,PAPER WORK - Completed,GALWIC,10.0,Specialty Polymers,EPDM,Kumho Petrochemical,Yeosu - Jeollanam-Do,Yeosu - Jeollanam-Do,Others,South Korea,"Yeosu - Jeollanam-Do, South Korea",KEP350,KONIMPEX,Konin,Konin,Others,Poland,"Konin, Poland",,,,,,N0047246,,,,,,,,,,,,,,supply to EMEA,N,,,,,EMEA,
142094,NEW MATERIAL,NM_142094,RAW MATERIAL,GTC*A,2023-07-14,2023-06-28 11:04:43,10740,Kelsey Noyes,Kelsey Noyes,Kelsey Noyes,Cancelled,PROGRAM INITIATION - Completed ,,,,,EASTMAN/FLEXSYS,TOLL-RESOURCE INNOVATIONS,CARTERSVILLE,GA,USA,"TOLL-RESOURCE INNOVATIONS, CARTERSVILLE, GA, USA",HS OT-20,,,,,,,,,AP,Nippon Giant,,N0047256,,,,,,,,,,,,,,Flexsys current product change to try to solve bloom issues in NGT plant,,,,,,"AP, NA",
143090,NEW MATERIAL,NM_143090,RAW MATERIAL,GTC*L,,2023-10-27 05:43:25,12860,Anne-Catherine Fischer,Anne-Catherine Fischer,,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,PPG INDUSTRIES,"Monroeville, PA, USA",Monroeville,PA,USA,"Monroeville, PA, USA",LO-VEL 6000,,,,,,,,,EMEA,ICM*L,,RFX0034951,2.1,0,0,0,"Silica CTAB 400 m²/g, BET 650 m²/g",Non Black Fillers,Silicas,FILL,FILL,SILICA,N,Y,S,Screening of porous silica for Winter-Wet Compound Technology project,,,,,,EMEA,
143091,NEW MATERIAL,NM_143091,RAW MATERIAL,GTC*L,,2023-10-27 05:46:18,12860,Anne-Catherine Fischer,Anne-Catherine Fischer,,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,PPG INDUSTRIES,"Monroeville, PA, USA",Monroeville,PA,USA,"Monroeville, PA, USA",BXR-1064,,,,,,,,,EMEA,ICM*L,,RFZ0034953,1.9,0,0,0,Hi-Sil ABS with aliphatic triethoxysilane,Non Black Fillers,Silicas,FILL,FILL,SILICA,N,Y,S,Screening of porous silica for Winter-Wet Compound Technology project,,,,,,EMEA,
143092,NEW MATERIAL,NM_143092,RAW MATERIAL,GTC*L,,2023-10-27 05:51:26,12860,Anne-Catherine Fischer,Anne-Catherine Fischer,,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,PPG INDUSTRIES,"Monroeville, PA, USA",Monroeville,PA,USA,"Monroeville, PA, USA",BXR-1065,,,,,,,,,EMEA,ICM*L,,RFZ0034956,1.9,0,0,0,Lo Vel 6000 with aliph. triethoxysilanes,Non Black Fillers,Silicas,FILL,FILL,SILICA,N,Y, ,Screening of porous silica for Winter-Wet Compound Technology project,,,,,,EMEA,
144705,NEW MATERIAL,NM_144705,RAW MATERIAL,GTC*L,2025-02-28,2024-05-03 10:23:26,14061,Paola Sbardella,Paola Sbardella,Philippe Schmit,Created,PROGRAM INITIATION - In Progress ,,,,,"IOSiX, LLC",Odyssey Electronics Inc.,Livonia,MI,USA,"Odyssey Electronics Inc., Livonia, MI, USA",TPH55M,,,,,,,,,,,,N0047555,,,,,,,,,,,,,,"Validation of the Telematics Control Unit in the frame of Goodyear Intelligent Mobility Solutions (GIMS). 
V5.5 tradename TPH55M",,,,,,"EMEA, NA",
144836,REVISIONS,RE_144836,RAW MATERIAL,GTC*A,,2024-05-16 14:15:14,580,Teresa Martter,Teresa Martter,Teresa Martter,Cancelled,,BINIC,4.0,Polymers,"SBR, Emulsion",,,,,,,,,,,,,,,,,,,N0047589,,,,,,,,,,,,,,Regional extension for Americana for Binic from Pampa Energia,,,,,,,
143352,NEW MATERIAL,NM_143352,RAW MATERIAL,GTC*A,2024-01-31,2023-12-05 08:01:29,10740,Kelsey Noyes,Kelsey Noyes,Kelsey Noyes,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,Allnex,"Kalamazoo, MI, USA",Kalamazoo,MI,USA,"Kalamazoo, MI, USA",Cyrez 400EC resin powder concentrate,,,,,,,,,NA,Napanee,,RFX0034979,1.4,0,0,0,"Process change of HMMM, less FA emission",Resins,Reinforcing,CHEM,CHEM,RESIN,N,Y, ,Supplier claims 97% reduction in formaldehyde off-gassing,,,,,,"AP, EMEA, LA, NA",
143354,NEW SOURCE,NS_143354,RAW MATERIAL,GTC*A,,2023-12-05 10:33:01,12900,Ben Bauer,Ben Bauer,,In Progress,LAB EVALUATION - Lab Evaluation Completed,CODE367,0.0,Carbon Black,Miscellaneous,Orion Engineered Carbons,"Berre L'Etang, France",Berre L'Etang,Others,France,"Berre L'Etang, France",Y200G BDS,,,,,,,,,NA,Clarksdale,,RFX0035025,1.82,0,0,0,"Acetylene Black, Granule",Carbon Black,Miscellaneous,FILL,FILL,CARBON BLACK,Y,Y, ,Evaluate Orion Y200G,,,,,,NA,
143355,NEW SOURCE,NS_143355,RAW MATERIAL,GTC*L,,2023-12-05 10:41:22,12180,Vikrant Vijay Naik,Vikrant Vijay Naik,,Created,PROGRAM INITIATION - In Progress ,CODE630,20.0,Carbon Black,N300 HAF,BKT Carbon,Bhuj,Bhuj,Others,India,"Bhuj, India",,,,,,,,Filler,Carbon Black,AP,Thailand,,N0047384,,,,,,,,,,,,,,Supplier development for EMEA,,,,,,,
143356,NEW SOURCE,NS_143356,RAW MATERIAL,GTC*L,,2023-12-05 10:55:43,767,Vikrant Vijay Naik,Xiaoping Yang,Xiaoping Yang,Created,PROGRAM INITIATION - In Progress ,CODE630,20.0,Carbon Black,N300 HAF,BKT Carbon,Bhuj,Bhuj,Others,India,"Bhuj, India",,,,,,,,Filler,Carbon Black,AP,Thailand,,N0047385,,,,,,,,,,,,,,,,,,,,,
143656,NEW MATERIAL,NM_143656,RAW MATERIAL,GTC*L,,2024-01-17 04:46:08,12860,Anne-Catherine Fischer,Anne-Catherine Fischer,,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,Kao Corporation,Kao Wakayama,Wakayama,Others,Japan,"Kao, Wakayama, Japan",R-5000,,,,,,,,,EMEA,Luxembourg,,N0047432,1.55,0,0,0,Durability improver for NR - copolymer,Miscellaneous,Miscellaneous,CHEM,CHEM,MISCELLANEOUS,N,Y,S,Evaluation of a durability improver for NR compounds,,,,,,"EMEA, NA",
145039,NEW SOURCE,NS_145039,RAW MATERIAL,GTC*A,,2024-06-07 00:46:16,10740,Mark Cantos,Kelsey Noyes,,In Progress,LAB EVALUATION - Lab Evaluation Completed,GOODINE,17.0,Weathering Protectors,Waxes,REPSOL DERIVADOS,"VALENCIA, SPAIN",VALENCIA,Others,Spain,"VALENCIA, Spain",Antiozone waxes REDEZON,,,,,,,,,EMEA,Sava,2024-11-08,RFX0035161,0.91,0,0,0,MICROCRYSTALLINE WAX,Weathering Protectors,Waxes,CHEM,CHEM,WAX,N,Y,S,"Lower price offered in the latest RFQ.

Also creates additional source for security of supply and adds addidional player for more competition.",,,,,,"AP, EMEA, LA, NA",
145040,NEW SOURCE,NS_145040,RAW MATERIAL,GTC*L,,2024-06-07 00:54:21,12860,Mark Cantos,Anne-Catherine Fischer,,In Progress,LAB EVALUATION - COA received,SILANIC,2.0,"Basics, Intermediates",Coupling Agents,Shandong Yanggu Huatai Chemical Co.Ltd.,"No. 399, Qinghexi Road, Yanggu County, Shandong Province",Liaocheng City,Others,China,"No. 399, Qinghexi Road, Yanggu County, Shandong Province, Liaocheng City, China",Coup Si-75,Shandong Yanggu Huatai Chemical Co.Ltd.,Huatai Chemical (Europe),Antwerp,Others,Belgium,"Huatai Chemical (Europe), Antwerp, Belgium",,,EMEA,Debica,2025-04-11,RFX0035244,1.03,0,0,0,DISULFIDE ORGANO-SILANE,"Basics, Intermediates",Coupling Agents,CHEM,CHEM,COUPLING AGENT,N,Y,L,This project is requested as part of Transformation to achieve savings targets projected for 2025 and 2026.,,,,,,"AP, EMEA, LA, NA",
